HeadLine,day,Dates
"Indices fall for 3rd straight day, Nifty ends below 12,100; PSU bank worst hit",Monday,2/17/2020
Global trends to dictate markets in holiday-shortened week: Analysts,Sunday,2/16/2020
'Global liquidity to shift from largecaps to mid-small caps if economic condition stabilises convincingly',Sunday,2/16/2020
"'Govt measures showing results, should lead to earnings recovery in 1-2 quarters'",Saturday,2/15/2020
"Technical View: Nifty forms bearish candle, consolidation likely to continue",Friday,2/14/2020
Taking Stock | Supreme Court raps telcos for not paying up; Sensex falls below 50-DMA,Friday,2/14/2020
"High volume game: Vodafone Idea tops the chart, cracks 23%; Page Ind, SpiceJet up 4-7%",Friday,2/14/2020
"Long-term investing mantra: 3 reasons why Sensex could be at 1,00,000 by 2028-2030",Friday,2/14/2020
"'Given the Coronavirus threat, investor should put money in domestic consumption stocks'",Friday,2/14/2020
"D-Street Buzz: Bharti Airtel, YES Bank jump 4-5%; SBI most active, IndusInd Bank drags",Friday,2/14/2020
Here's what mutual funds bought & sold in January; do you own any?,Friday,2/14/2020
"Hot Stocks | 'Buy ONGC, sell Bank Nifty, Auro Pharma Futures for short-term gains'",Friday,2/14/2020
"Closing Bell: Nifty ends below 12,150, Sensex falls 202 pts; Yes Bank, Bharti Airtel shine",Friday,2/14/2020
"Technical View: Nifty forms bearish candle, may consolidate as trend looks indecisive",Thursday,2/13/2020
'Delayed recovery in corporate earnings is affecting foreign inflows',Thursday,2/13/2020
"'Nifty may hit new record soon, move towards 12,850-13,200 later'",Thursday,2/13/2020
"Kotak Bank, Pfizer among top 5 breakout buys that could give 10-18% return",Thursday,2/13/2020
"Over 100 PMS schemes outperform Nifty in January, top 8 give double-digit returns",Thursday,2/13/2020
"Hot Stocks: A breakout on weekly charts in Lux could take it towards Rs 1,700",Thursday,2/13/2020
"Closing Bell: Nifty ends below 12,200, Sensex falls 100 pts; Yes Bank jumps 6%",Thursday,2/13/2020
"Technical View: Nifty forms bullish candle, but experts say avoid going long",Wednesday,2/12/2020
"D-Street Buzz: Nifty FMCG outperforms, HUL jumps 5%, hits new high; PSU banks drag",Wednesday,2/12/2020
"Q3 earnings in line, but see limited triggers for further market re-rating: Siddhartha Khemka",Wednesday,2/12/2020
D-St rallies 1% as fears of China virus recede; 5 factors driving the rally,Wednesday,2/12/2020
"Closing Bell: Market rallies for 2nd day in a row, Nifty ends above 12,200; HUL gains 5%",Wednesday,2/12/2020
Trade Setup for Wednesday: Top 15 things to know before Opening Bell,Tuesday,2/11/2020
Technical View: Nifty forms Gravestone Doji pattern; indices may trade sideways,Tuesday,2/11/2020
"Uncertainties over as Delhi results on expected lines, focus on global cues: Experts",Tuesday,2/11/2020
"D-Street Buzz: 100 stocks hit 52-week high on BSE; Maruti, Tata Motors top gainers",Tuesday,2/11/2020
"Experts say MNC stocks attractive as govt abolishes DDT, name 6 must buys",Tuesday,2/11/2020
"Hot Stocks | Tata Chemicals, Wockhardt, Galaxy Surfactants can return 7-10% in short term",Tuesday,2/11/2020
"Closing Bell: Nifty ends above 12,100, Sensex up 236 pts; GAIL surges 6%",Tuesday,2/11/2020
"Technical View: Nifty forms bearish candle; 11,990 crucial for further downside",Monday,2/10/2020
D-Street Buzz: Weak Jan sales pull auto stocks lower; metal stocks melt on virus fear,Monday,2/10/2020
"Further weakness likely if Nifty closes below 11,900; bet on 3 stocks for 12-17% return",Monday,2/10/2020
Market continues to correct for 2nd straight day; 5 factors that are weighing,Monday,2/10/2020
Nifty unlikely to run away from here; deploy ‘Bear Put Spread’ to hedge positions,Monday,2/10/2020
"Market falls for second day, Sensex ends below 41K; metal loses shine",Monday,2/10/2020
Indian cos' foreign borrowings down 45% to $2 bn in Dec'19,Sunday,2/9/2020
"FPIs net buyers in Feb so far; invest Rs 5,177 cr",Sunday,2/9/2020
Market Week Ahead: 10 key factors that will keep traders busy,Sunday,2/9/2020
"Here's why D-Mart, Jubilant among the 5 best FMCG stocks",Saturday,2/8/2020
Technical View: Nifty formed bearish engulfing pattern; experts advise selling,Friday,2/7/2020
"Sensex jumped 1,500 pts this week, Nifty rallied 470 pts; these 5 factors led the gains",Friday,2/7/2020
D-Street Buzz: Nifty Pharma outperforms led by Aurobindo Pharma; Eicher Motors drags,Friday,2/7/2020
Investors see Rs 6 lakh cr worth gains as 43 stocks rise in double digits in just 4 days,Friday,2/7/2020
Hot Stocks | Here's why you should sell Bank Nifty futures and Infosys futures,Friday,2/7/2020
Post-Budget rally continues; market ends week about 4% higher,Friday,2/7/2020
Technical View: Spinning Top formation on Nifty suggests sideways trade ahead,Thursday,2/6/2020
Nifty's rally may not be done yet; look for dips,Thursday,2/6/2020
"Hot Stocks | REC, United Breweries, Oil India can give up to 9% returns in short-term",Thursday,2/6/2020
Rally extends to Day 4; RBI policy fires PSU bank index up about 3%,Thursday,2/6/2020
Trade Setup for Thursday: Top 15 things to know before Opening Bell,Wednesday,2/5/2020
Technical View: Three White Soldiers on charts as Nifty forms bullish candle again,Wednesday,2/5/2020
"D-Street Buzz: Tata Motors, YES Bank jump 6-7%; Zee Entertainment drags",Wednesday,2/5/2020
"Hot Stocks | Asian Paints, Chola Finance, Lux can give 8-12% returns in short term",Wednesday,2/5/2020
"Closing Bell: Nifty ends a shade below 12,100, Sensex jumps 353 pts; Tata Motors top gainer",Wednesday,2/5/2020
"Technical View: Nifty recoups Budget Day losses, forms Long White Day candle",Tuesday,2/4/2020
"IRCTC, Affle India, IndiaMart among 22 stocks to hit new highs as Sensex zooms over 900 points",Tuesday,2/4/2020
"D-Street Buzz: Bank, metal stocks shine led by ICICI Bank, Tata Steel; Hero MotoCorp up 4%",Tuesday,2/4/2020
"5 factors that have helped Sensex, Nifty recover all Budget Day losses",Tuesday,2/4/2020
"Hot Stocks | Short-term trend for Nifty bearish; sell Piramal Ent, Indiabulls Housing",Tuesday,2/4/2020
"Sensex recoups Budget day losses, ends 917 points higher",Tuesday,2/4/2020
"Technical View: Nifty defends 200-DEMA to form bullish candle, consolidation may continue",Monday,2/3/2020
"Investors lose over Rs 7 lakh cr in Budget week,100 stocks fall 10-26%",Monday,2/3/2020
"Yes Bank may exit, Shree Cement likely to be added to Nifty50 in March",Monday,2/3/2020
"D-Street Buzz: Nifty MNC outshines led by HUL, Nestle; ITC hits 52-week low, IT drags",Monday,2/3/2020
"'FY21 fiscal deficit target of 3.5% unachievable, divestment key to reach goal'",Monday,2/3/2020
"Nifty shrugs Budget blues, ends above 11,700, ITC down 4.5%",Monday,2/3/2020
Market Week Ahead: 10 key factors that will keep traders busy this week,Sunday,2/2/2020
"Nifty corrects 586 pts in a week, but traders should refrain from bottom fishing",Sunday,2/2/2020
"Avoid bottom fishing on Monday as Nifty could fall to 11,500 levels: Experts",Sunday,2/2/2020
Seven of top 10 cos suffer combined loss of Rs 1.89 lakh cr in m-cap,Sunday,2/2/2020
Budget 2020 podcast | Why did markets fall post FM Nirmala Sitharaman's announcements?,Saturday,2/1/2020
"Technical View: Nifty forms Long Black Day pattern, trend in favour of bears",Saturday,2/1/2020
Investors lose Rs 3.55 lakh cr as Budget disappoints,Saturday,2/1/2020
"Budget 2020: IT, Teck indices buck the trend to close 1% higher",Saturday,2/1/2020
"Budget 2020: Realty stocks gain led by Indiabulls Real Estate; HUL up 2%, autos rise",Saturday,2/1/2020
"Closing Bell: Investors give thumbs down as Sensex crashes almost 1000 pts; ITC, HDFC top losers",Saturday,2/1/2020
"Technical View: Nifty forms bearish candle, can fall to 11,650 if Budget disappoints",Friday,1/31/2020
"D-Street Buzz: Nifty PSE underperforms dragged by BEL, IOC, ONGC; Kotak Bank jumps 4%",Friday,1/31/2020
"Closing Bell: Nifty ends sub-12K ahead of Budget 2020, falls close to 2% in Jan",Friday,1/31/2020
Trade Setup for Friday: Top 15 things to know before Opening Bell,Thursday,1/30/2020
"D-Street Buzz: Bajaj Auto top Nifty gainer post Q3 results; RIL sheds 2%, Bajaj Finance most active",Thursday,1/30/2020
"'A credible fiscal deficit number, aggressive asset monetization plan to be positive triggers'",Thursday,1/30/2020
"D-Street Buzz: Pharma stocks tumble, Aurobindo Pharma falls 4%; YES Bank, Zee Ent drag",Thursday,1/30/2020
"Hot Stocks | 'Bet on BPCL, Birla Corp and Ircon for short-term gains'",Thursday,1/30/2020
"Closing Bell: Nifty ends Jan series below 12,100, Sensex falls 284 pts",Thursday,1/30/2020
"Technical View: Nifty forms Inverted Hammer pattern, volatility seen ahead of F&O expiry",Wednesday,1/29/2020
Pharma not entirely out of the woods: Invesco MF's Taher Badshah,Wednesday,1/29/2020
"D-Street Buzz: FMCG stocks gain led by ITC; Bajaj Finance at record high, Eicher Motors drags",Wednesday,1/29/2020
Only 13 multibaggers in last year; experts feel 2020 will be more rewarding,Wednesday,1/29/2020
"D-Street Buzz: Metal stocks shine led by JSW Steel; Tata Motors top auto gainer, RIL most active",Wednesday,1/29/2020
"Hot Stocks | Info Edge, Dr Lal Path Labs & Mahanagar Gas could return up to 12% in short term",Wednesday,1/29/2020
"Closing Bell: Indices break 2-day losing streak; Nifty ends above 12,100",Wednesday,1/29/2020
"Technical View: Nifty closes below 50 DEMA to form bearish candle; 12,100 key for stability",Tuesday,1/28/2020
"Budget 2020: 'Growth to be key agenda, supportive measures for industries expected'",Tuesday,1/28/2020
"Closing Bell: Nifty ends below 12,100, Sensex slips 188 pts; metal stocks fall",Tuesday,1/28/2020
"Technical View: Nifty forms bearish candle, 12,087 crucial for pre-budget move",Monday,1/27/2020
Sensex falls over 450 pts; 5 factors that dragged the indices,Monday,1/27/2020
"D-Street Buzz: Metal stocks tumble led by JSPL, Tata Steel; M&M up 2%, ICICI Bank most active",Monday,1/27/2020
Coronavirus fears grip market; Sensex sees 2nd biggest fall of 458 points in Jan,Monday,1/27/2020
Market Week Ahead: 10 key things that will keep traders busy this week,Sunday,1/26/2020
"A lot has factored in, a short-term stress before Budget 2020",Sunday,1/26/2020
Small-cap & mid-caps outperform in a volatile week; 28 stocks rose 10-30%,Saturday,1/25/2020
"Technical View: Nifty forms Bearish Engulfing pattern on weekly chart, profit booking advised",Friday,1/24/2020
"Bullish Harami candle suggests Nifty pullback rally can extend to 12,346",Friday,1/24/2020
Market would welcome anything below 3.5% for fiscal deficit: Centrum,Friday,1/24/2020
"Hot stocks | Indian Bank, GAIL can give 6-11% returns in the next 3-4 weeks; here's why",Friday,1/24/2020
"Closing Bell: Indices erase weekly losses, Nifty ends above 12,200; Yes Bank up 4%",Friday,1/24/2020
"RIL, 5 other largecaps deliver double-digit returns in 3 yrs; here's what 2020 has in store",Thursday,1/23/2020
Raamdeo Agrawal expects stabilisation in economy; says housing finance finance woes are behind us,Thursday,1/23/2020
"'Present Options setup favours selling strangles till 12,000-12,500 range is broken'",Thursday,1/23/2020
"D-Street Buzz: Nifty Infra gains led by L&T; YES Bank jumps 6%, Axis Bank most active",Thursday,1/23/2020
"Hot Stocks | Buy CreditAccess Grameen, Ramco Cements for short term play",Thursday,1/23/2020
"Closing Bell: Nifty ends above 12,150, Sensex up 271 pts; Yes Bank up 6%, ZEE dips 7%",Thursday,1/23/2020
Taking stock | Nifty falls for 4th straight session; muted Q3 earnings hit sentiment,Wednesday,1/22/2020
"Technical View: Nifty forms bearish candle for 3rd straight day, pullback likely",Wednesday,1/22/2020
"Despite the rut in broader markets, these 7 mid & smallcaps turned multibaggers",Wednesday,1/22/2020
"'Rally could extend to mid, smallcaps in 2020, stay invested in quality names'",Wednesday,1/22/2020
"Nifty may underperform in 2020; ITC, SBI among 15 stocks brokerages are betting on",Wednesday,1/22/2020
"Nifty ends below 12,150, Sensex down 208 pts; Zee Ent gains 5% post Q3 nos",Wednesday,1/22/2020
"Technical View: Nifty forms bearish candle, MACD gives fresh sell signal",Tuesday,1/21/2020
Taking stock | Market extends losses as IMF's forecast weigh on sentiment,Tuesday,1/21/2020
Corporate tax cut cheer: 40 NSE stocks gain 30-108% since Sept 2019,Tuesday,1/21/2020
Budget 2020: 'Market factoring in 50- 75 bps slippage in fiscal deficit target',Tuesday,1/21/2020
Hot Stocks | Here's why you can buy Jubilant Life Sciences for a short term,Tuesday,1/21/2020
"Closing Bell: Sensex ends 200 pts lower, Nifty below 12,200; Tata Steel, M&M top losers",Tuesday,1/21/2020
"Technical View: Nifty forms Long Black Day Candle, 12,216 crucial for further downside",Monday,1/20/2020
"Taking Stock | Sensex, Nifty fall 1% each; how to trade volatile market?",Monday,1/20/2020
"Strong fundamentals can help these 30 erstwhile multibaggers from mid, small & microcap universe bounce bank",Monday,1/20/2020
"MC Special Podcast | Sensex likely to touch 45,500 by December 2020",Monday,1/20/2020
"'Correction in Nifty likely ahead of Budget; HDFC AMC, D-Mart among top breakout buys'",Monday,1/20/2020
'Budget 2020 crucial for realising $5 trillion economy dream',Monday,1/20/2020
"D-Street Buzz: TCS shed 2% post Q3 results, IOC at 15-month low, Power Grid jumps 3%",Monday,1/20/2020
'Deploy Bear Put Spread in Bank Nifty',Monday,1/20/2020
"Nifty ends 206 pts off record high; Kotak Mahindra Bank, RIL fall post Q3 earnings",Monday,1/20/2020
Trade Setup for Monday: Top 15 things to know before Opening Bell,Sunday,1/19/2020
"'Major weakness in Nifty unlikely, buy every small decline to drive next leg of rally'",Sunday,1/19/2020
"With momentum likely to continue, bet on these 3 stocks for over 10% return",Sunday,1/19/2020
Market Week Ahead: 10 key factors that will keep traders busy,Sunday,1/19/2020
"Budget expectation, earnings growth pushed a solid pre-Budget rally, may be watchful in short term",Saturday,1/18/2020
Pre-Budget 2020 euphoria fuels rally in small & mid-caps; Over 100 stocks rose 10-60% in a week,Saturday,1/18/2020
"Technical View: Nifty forms bullish candle on weekly scale, 12,300 crucial next week",Friday,1/17/2020
"Sensex ends shy of record close; Nifty midcap up 4%, Yes Bank down 12% this week",Friday,1/17/2020
"Technical View: Nifty forms Doji pattern again, rally likely if index breaks 12,389",Thursday,1/16/2020
"'Options traders wait for 12,200-12,500 to be broken for directional trade'",Thursday,1/16/2020
"Sensex gained 1,000 points in 36 sessions to scale Mt 42K; over 300 stocks up 10-100%",Thursday,1/16/2020
Budget 2020: 'Market may have already priced in a fiscal slippage of 30 bps',Thursday,1/16/2020
